ProcessingType=2,,,,,,,,,,,,,,,,,,
NumCellSeries=4,,,,,,,,,,,,,,,,,,
ElapsedTimeColumn=0,,,,,,,,,,,,,,,,,,
VoltageColumn=3,,,,,,,,,,,,,,,,,,
CurrentColumn=8,,,,,,,,,,,,,,,,,,
TemperatureColumn=2,,,,,,,,,,,,,,,,,,
Time[s],DataTime,Temperature °C,Volt[mV],VoltC1[mV],VoltC2[mV],VoltC3[mV],VoltC4[mV],Current[mA],RSOC[%],ASOC[%],LStatus,IT Status[hex],Battery Status[hex],Manufacturing Status[hex],Operation Status A[hex],Operation Status B[hex],Safety Status A+B[hex],Safety Status C+D[hex]
283.0,07.04.2022 21:31:11,20.6,12795,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
284.2,07.04.2022 21:31:12,20.6,12795,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
285.5,07.04.2022 21:31:13,20.6,12795,3216,3189,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
286.8,07.04.2022 21:31:15,20.5,12794,3215,3190,3198,3192,-1536,27,23,4,814,00C0,000E,107,0,0,0
288.0,07.04.2022 21:31:16,20.3,12795,3216,3190,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
289.3,07.04.2022 21:31:17,20.5,12795,3217,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
290.5,07.04.2022 21:31:18,20.5,12795,3215,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
291.8,07.04.2022 21:31:20,20.6,12795,3215,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
293.0,07.04.2022 21:31:21,20.5,12796,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
294.3,07.04.2022 21:31:22,20.4,12794,3216,3189,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
295.6,07.04.2022 21:31:23,20.6,12795,3216,3190,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
296.8,07.04.2022 21:31:25,20.4,12795,3216,3189,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
298.1,07.04.2022 21:31:26,20.5,12795,3215,3190,3198,3191,-1536,27,23,4,814,00C0,000E,107,0,0,0
299.3,07.04.2022 21:31:27,20.6,12794,3215,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
300.6,07.04.2022 21:31:28,20.5,12795,3215,3190,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
301.8,07.04.2022 21:31:30,20.5,12794,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
303.1,07.04.2022 21:31:31,20.3,12794,3215,3190,3198,3191,-1533,27,23,4,814,00C0,000E,107,0,0,0
304.3,07.04.2022 21:31:32,20.6,12795,3215,3189,3198,3191,-1533,27,23,4,814,00C0,000E,107,0,0,0
305.6,07.04.2022 21:31:33,20.5,12794,3215,3190,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
306.8,07.04.2022 21:31:35,20.4,12794,3216,3189,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
308.1,07.04.2022 21:31:36,20.5,12795,3215,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
309.3,07.04.2022 21:31:37,20.3,12794,3216,3189,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
310.6,07.04.2022 21:31:38,20.5,12794,3215,3189,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
311.8,07.04.2022 21:31:40,20.4,12794,3215,3189,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
313.1,07.04.2022 21:31:41,20.5,12795,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
314.3,07.04.2022 21:31:42,20.6,12794,3215,3189,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
315.6,07.04.2022 21:31:43,20.6,12794,3215,3189,3198,3191,-1533,27,23,4,814,00C0,000E,107,0,0,0
316.8,07.04.2022 21:31:45,20.5,12793,3215,3189,3198,3191,-1541,27,23,4,814,00C0,000E,107,0,0,0
318.1,07.04.2022 21:31:46,20.6,12794,3215,3190,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
319.4,07.04.2022 21:31:47,20.6,12794,3216,3190,3198,3191,-1533,27,22,4,814,00C0,000E,107,0,0,0
320.6,07.04.2022 21:31:48,20.5,12795,3215,3189,3197,3192,-1535,27,22,4,814,00C0,000E,107,0,0,0
321.9,07.04.2022 21:31:50,20.5,12793,3216,3189,3198,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
323.1,07.04.2022 21:31:51,20.5,12794,3215,3189,3198,3192,-1535,27,22,4,814,00C0,000E,107,0,0,0
324.4,07.04.2022 21:31:52,20.5,12793,3215,3190,3198,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
325.6,07.04.2022 21:31:53,20.6,12793,3215,3190,3197,3191,-1533,27,22,4,814,00C0,000E,107,0,0,0
326.9,07.04.2022 21:31:55,20.4,12794,3215,3189,3198,3191,-1534,27,22,4,814,00C0,000E,107,0,0,0
328.1,07.04.2022 21:31:56,20.5,12793,3215,3189,3198,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
329.4,07.04.2022 21:31:57,20.3,12793,3215,3189,3197,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
330.7,07.04.2022 21:31:59,20.6,12793,3215,3190,3198,3192,-1536,27,22,4,814,00C0,000E,107,0,0,0
331.9,07.04.2022 21:32:00,20.6,12794,3215,3190,3197,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
333.2,07.04.2022 21:32:01,20.4,12793,3216,3189,3198,3191,-1534,27,22,4,814,00C0,000E,107,0,0,0
334.5,07.04.2022 21:32:02,20.6,12793,3215,3189,3198,3191,-1534,27,22,4,814,00C0,000E,107,0,0,0
335.7,07.04.2022 21:32:04,20.4,12793,3215,3189,3198,3191,-1533,27,22,4,814,00C0,000E,107,0,0,0
336.9,07.04.2022 21:32:05,20.5,12793,3215,3190,3198,3191,-1535,27,22,4,814,00C0,000E,107,0,0,0
338.2,07.04.2022 21:32:06,20.6,12792,3215,3190,3198,3192,-1535,27,22,4,814,00C0,000E,107,0,0,0
339.5,07.04.2022 21:32:07,20.5,12793,3215,3190,3197,3191,-1533,27,22,4,814,00C0,000E,107,0,0,0
340.7,07.04.2022 21:32:09,20.6,12793,3215,3189,3198,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
341.9,07.04.2022 21:32:10,20.4,12793,3215,3190,3198,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
343.2,07.04.2022 21:32:11,20.6,12793,3215,3190,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
344.5,07.04.2022 21:32:12,20.5,12793,3215,3190,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
345.7,07.04.2022 21:32:14,20.6,12793,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
347.0,07.04.2022 21:32:15,20.6,12793,3215,3189,3197,3192,-1535,26,22,4,814,00C0,000E,107,0,0,0
348.2,07.04.2022 21:32:16,20.6,12793,3215,3190,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
349.5,07.04.2022 21:32:17,20.4,12793,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
350.8,07.04.2022 21:32:19,20.6,12793,3216,3189,3198,3192,-1535,26,22,4,814,00C0,000E,107,0,0,0
352.0,07.04.2022 21:32:20,20.6,12793,3215,3189,3197,3192,-1534,26,22,4,814,00C0,000E,107,0,0,0
353.3,07.04.2022 21:32:21,20.6,12793,3215,3189,3198,3192,-1535,26,22,4,814,00C0,000E,107,0,0,0
354.6,07.04.2022 21:32:22,20.6,12793,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
355.8,07.04.2022 21:32:24,20.6,12792,3216,3189,3198,3192,-1534,26,22,4,814,00C0,000E,107,0,0,0
357.0,07.04.2022 21:32:25,20.4,12793,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
358.3,07.04.2022 21:32:26,20.6,12793,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
359.6,07.04.2022 21:32:27,20.6,12793,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
360.8,07.04.2022 21:32:29,20.5,12792,3215,3189,3197,3191,-1536,26,22,4,814,00C0,000E,107,0,0,0
362.1,07.04.2022 21:32:30,20.6,12793,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
363.3,07.04.2022 21:32:31,20.4,12793,3215,3189,3198,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
364.6,07.04.2022 21:32:32,20.5,12793,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
365.9,07.04.2022 21:32:34,20.4,12793,3215,3189,3198,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
367.1,07.04.2022 21:32:35,20.5,12792,3215,3190,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
368.3,07.04.2022 21:32:36,20.5,12793,3215,3190,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
369.6,07.04.2022 21:32:37,20.6,12793,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
370.9,07.04.2022 21:32:39,20.6,12792,3215,3189,3198,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
372.1,07.04.2022 21:32:40,20.6,12792,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
373.4,07.04.2022 21:32:41,20.6,12792,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
374.6,07.04.2022 21:32:43,20.6,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
375.9,07.04.2022 21:32:44,20.4,12792,3215,3189,3198,3191,-1536,26,22,4,814,00C0,000E,107,0,0,0
377.1,07.04.2022 21:32:45,20.6,12792,3215,3189,3198,3191,-1540,26,22,4,814,00C0,000E,107,0,0,0
378.4,07.04.2022 21:32:46,20.4,12792,3215,3189,3198,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
379.7,07.04.2022 21:32:48,20.6,12792,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
380.9,07.04.2022 21:32:49,20.4,12792,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
382.2,07.04.2022 21:32:50,20.6,12793,3215,3189,3197,3191,-1532,26,22,4,814,00C0,000E,107,0,0,0
383.4,07.04.2022 21:32:51,20.6,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
384.7,07.04.2022 21:32:53,20.6,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
385.9,07.04.2022 21:32:54,20.6,12792,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
387.2,07.04.2022 21:32:55,20.4,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
388.5,07.04.2022 21:32:56,20.6,12792,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
389.7,07.04.2022 21:32:58,20.4,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
391.0,07.04.2022 21:32:59,20.6,12792,3215,3190,3198,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
392.3,07.04.2022 21:33:00,20.6,12791,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
393.6,07.04.2022 21:33:01,20.6,12792,3215,3190,3197,3192,-1533,26,22,4,814,00C0,000E,107,0,0,0
394.8,07.04.2022 21:33:03,20.5,12792,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
396.1,07.04.2022 21:33:04,20.4,12792,3215,3190,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
397.3,07.04.2022 21:33:05,20.6,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
398.6,07.04.2022 21:33:06,20.6,12792,3215,3189,3198,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
399.8,07.04.2022 21:33:08,20.4,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
401.1,07.04.2022 21:33:09,20.6,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
402.3,07.04.2022 21:33:10,20.4,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
403.6,07.04.2022 21:33:11,20.4,12792,3215,3189,3197,3191,-1532,26,22,4,814,00C0,000E,107,0,0,0
404.9,07.04.2022 21:33:13,20.4,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
406.1,07.04.2022 21:33:14,20.6,12791,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
407.4,07.04.2022 21:33:15,20.4,12792,3215,3189,3197,3190,-1533,26,22,4,814,00C0,000E,107,0,0,0
408.6,07.04.2022 21:33:16,20.6,12791,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
409.9,07.04.2022 21:33:18,20.7,12791,3215,3189,3197,3191,-1532,26,22,4,814,00C0,000E,107,0,0,0
411.1,07.04.2022 21:33:19,20.4,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
412.4,07.04.2022 21:33:20,20.7,12791,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
413.7,07.04.2022 21:33:22,20.5,12791,3214,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
414.9,07.04.2022 21:33:23,20.4,12791,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
416.2,07.04.2022 21:33:24,20.6,12792,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
417.4,07.04.2022 21:33:25,20.6,12791,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
418.7,07.04.2022 21:33:27,20.4,12791,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
420.0,07.04.2022 21:33:28,20.4,12792,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
421.2,07.04.2022 21:33:29,20.6,12792,3215,3188,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
422.5,07.04.2022 21:33:30,20.6,12791,3215,3188,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
423.8,07.04.2022 21:33:32,20.6,12792,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
425.0,07.04.2022 21:33:33,20.6,12790,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
426.3,07.04.2022 21:33:34,20.4,12791,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
427.5,07.04.2022 21:33:35,20.6,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
428.8,07.04.2022 21:33:37,20.4,12792,3214,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
430.0,07.04.2022 21:33:38,20.6,12791,3215,3188,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
431.2,07.04.2022 21:33:39,20.6,12791,3215,3188,3197,3190,-1534,26,22,4,814,00C0,000E,107,0,0,0
432.5,07.04.2022 21:33:40,20.6,12791,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
433.8,07.04.2022 21:33:42,20.6,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
435.0,07.04.2022 21:33:43,20.4,12791,3215,3189,3197,3191,-1536,26,22,4,814,00C0,000E,107,0,0,0
436.3,07.04.2022 21:33:44,20.6,12791,3215,3189,3196,3187,-1533,26,22,4,814,00C0,000E,107,0,0,0
437.5,07.04.2022 21:33:45,20.6,12790,3215,3189,3197,3191,-1542,26,22,4,814,00C0,000E,107,0,0,0
438.8,07.04.2022 21:33:47,20.7,12790,3215,3188,3198,3192,-1535,26,22,4,814,00C0,000E,107,0,0,0
440.1,07.04.2022 21:33:48,20.6,12790,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
441.3,07.04.2022 21:33:49,20.4,12790,3215,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
442.6,07.04.2022 21:33:50,20.6,12790,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
443.8,07.04.2022 21:33:52,20.4,12791,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
445.1,07.04.2022 21:33:53,20.6,12789,3214,3189,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
446.3,07.04.2022 21:33:54,20.5,12790,3215,3189,3197,3190,-1533,26,22,4,814,00C0,000E,107,0,0,0
447.6,07.04.2022 21:33:55,20.6,12790,3215,3189,3198,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
448.8,07.04.2022 21:33:57,20.6,12790,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
450.1,07.04.2022 21:33:58,20.5,12790,3215,3188,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
451.4,07.04.2022 21:33:59,20.6,12790,3215,3189,3197,3191,-1532,26,22,4,814,00C0,000E,107,0,0,0
452.6,07.04.2022 21:34:00,20.6,12790,3215,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
453.9,07.04.2022 21:34:02,20.5,12790,3214,3188,3197,3191,-1535,26,22,4,814,00C0,000E,107,0,0,0
455.1,07.04.2022 21:34:03,20.6,12791,3214,3188,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
456.4,07.04.2022 21:34:04,20.4,12790,3216,3189,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
457.6,07.04.2022 21:34:05,20.6,12790,3214,3188,3197,3191,-1534,26,22,4,814,00C0,000E,107,0,0,0
458.9,07.04.2022 21:34:07,20.4,12790,3215,3189,3197,3191,-1533,26,22,4,814,00C0,000E,107,0,0,0
460.2,07.04.2022 21:34:08,20.5,12790,3215,3188,3197,3190,-1534,26,22,4,814,00C0,000E,107,0,0,0
461.4,07.04.2022 21:34:09,20.6,12790,3214,3189,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
462.6,07.04.2022 21:34:11,20.6,12790,3215,3189,3197,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
463.9,07.04.2022 21:34:12,20.7,12790,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
465.2,07.04.2022 21:34:13,20.4,12790,3214,3189,3197,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
466.4,07.04.2022 21:34:14,20.7,12791,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
467.7,07.04.2022 21:34:16,20.6,12790,3215,3188,3197,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
469.0,07.04.2022 21:34:17,20.6,12790,3214,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
470.3,07.04.2022 21:34:18,20.6,12790,3215,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
471.5,07.04.2022 21:34:19,20.6,12790,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
472.7,07.04.2022 21:34:21,20.7,12790,3215,3188,3197,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
474.0,07.04.2022 21:34:22,20.6,12790,3214,3188,3197,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
475.2,07.04.2022 21:34:23,20.6,12790,3214,3188,3196,3191,-1532,25,21,4,814,00C0,000E,107,0,0,0
476.5,07.04.2022 21:34:24,20.6,12790,3214,3188,3197,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
477.7,07.04.2022 21:34:26,20.6,12790,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
479.0,07.04.2022 21:34:27,20.7,12790,3214,3188,3197,3190,-1532,25,21,4,814,00C0,000E,107,0,0,0
480.2,07.04.2022 21:34:28,20.4,12791,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
481.5,07.04.2022 21:34:29,20.6,12790,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
482.7,07.04.2022 21:34:31,20.7,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
484.0,07.04.2022 21:34:32,20.6,12789,3214,3188,3197,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
485.3,07.04.2022 21:34:33,20.7,12790,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
486.5,07.04.2022 21:34:34,20.4,12790,3214,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
487.8,07.04.2022 21:34:36,20.7,12790,3214,3188,3197,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
489.0,07.04.2022 21:34:37,20.5,12790,3214,3188,3197,3191,-1532,25,21,4,814,00C0,000E,107,0,0,0
490.3,07.04.2022 21:34:38,20.7,12790,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
491.5,07.04.2022 21:34:39,20.6,12790,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
492.8,07.04.2022 21:34:41,20.6,12790,3214,3189,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
494.0,07.04.2022 21:34:42,20.7,12789,3214,3188,3196,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
495.3,07.04.2022 21:34:43,20.5,12789,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
496.5,07.04.2022 21:34:44,20.7,12789,3214,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
497.8,07.04.2022 21:34:46,20.6,12789,3214,3188,3196,3190,-1541,25,21,4,814,00C0,000E,107,0,0,0
499.1,07.04.2022 21:34:47,20.7,12789,3214,3188,3196,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
500.3,07.04.2022 21:34:48,20.7,12790,3214,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
501.5,07.04.2022 21:34:49,20.6,12789,3214,3189,3196,3191,-1532,25,21,4,814,00C0,000E,107,0,0,0
502.8,07.04.2022 21:34:51,20.7,12790,3214,3189,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
504.0,07.04.2022 21:34:52,20.5,12789,3214,3188,3196,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
505.3,07.04.2022 21:34:53,20.6,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
506.5,07.04.2022 21:34:54,20.6,12789,3214,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
507.8,07.04.2022 21:34:56,20.6,12788,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
509.1,07.04.2022 21:34:57,20.7,12789,3214,3189,3196,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
510.4,07.04.2022 21:34:58,20.6,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
511.6,07.04.2022 21:34:59,20.7,12788,3214,3188,3196,3190,-1532,25,21,4,814,00C0,000E,107,0,0,0
512.8,07.04.2022 21:35:01,20.5,12789,3215,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
514.1,07.04.2022 21:35:02,20.6,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
515.4,07.04.2022 21:35:03,20.5,12789,3214,3188,3196,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
516.6,07.04.2022 21:35:04,20.6,12789,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
517.9,07.04.2022 21:35:06,20.7,12789,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
519.2,07.04.2022 21:35:07,20.4,12789,3214,3188,3196,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
520.4,07.04.2022 21:35:08,20.7,12789,3215,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
521.7,07.04.2022 21:35:10,20.6,12788,3214,3188,3197,3191,-1534,25,21,4,814,00C0,000E,107,0,0,0
522.9,07.04.2022 21:35:11,20.6,12788,3214,3188,3197,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
524.2,07.04.2022 21:35:12,20.7,12789,3214,3188,3196,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
525.4,07.04.2022 21:35:13,20.4,12788,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
526.7,07.04.2022 21:35:15,20.4,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
528.0,07.04.2022 21:35:16,20.5,12789,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
529.3,07.04.2022 21:35:17,20.5,12789,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
530.5,07.04.2022 21:35:18,20.7,12789,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
531.8,07.04.2022 21:35:20,20.6,12788,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
533.0,07.04.2022 21:35:21,20.7,12788,3214,3188,3197,3190,-1532,25,21,4,814,00C0,000E,107,0,0,0
534.3,07.04.2022 21:35:22,20.4,12789,3215,3188,3196,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
535.5,07.04.2022 21:35:23,20.7,12788,3215,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
536.8,07.04.2022 21:35:25,20.6,12789,3214,3188,3196,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
538.1,07.04.2022 21:35:26,20.6,12788,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
539.4,07.04.2022 21:35:27,20.7,12788,3215,3188,3197,3190,-1535,25,21,4,814,00C0,000E,107,0,0,0
540.6,07.04.2022 21:35:28,20.6,12788,3215,3188,3196,3191,-1533,25,21,4,814,00C0,000E,107,0,0,0
541.9,07.04.2022 21:35:30,20.7,12788,3214,3188,3196,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
543.2,07.04.2022 21:35:31,20.7,12789,3214,3188,3196,3191,-1532,25,21,4,814,00C0,000E,107,0,0,0
544.4,07.04.2022 21:35:32,20.7,12788,3214,3188,3197,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
545.7,07.04.2022 21:35:34,20.7,12787,3215,3189,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
546.9,07.04.2022 21:35:35,20.7,12788,3215,3188,3196,3190,-1532,25,21,4,814,00C0,000E,107,0,0,0
548.2,07.04.2022 21:35:36,20.7,12788,3214,3188,3196,3191,-1532,25,21,4,814,00C0,000E,107,0,0,0
549.4,07.04.2022 21:35:37,20.4,12789,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
550.7,07.04.2022 21:35:39,20.7,12788,3214,3188,3196,3190,-1532,25,21,4,814,00C0,000E,107,0,0,0
551.9,07.04.2022 21:35:40,20.5,12788,3214,3188,3197,3190,-1533,25,21,4,814,00C0,000E,107,0,0,0
553.2,07.04.2022 21:35:41,20.7,12788,3214,3189,3196,3190,-1534,25,21,4,814,00C0,000E,107,0,0,0
